(あいかわらず)	相変わらず	"as usual, as ever, the same, as before"	17
(わざ)	技	"technique, art"	14
(べいへい)	米兵	"us soldier, american soldier"	17
(へいき)	兵器	"arms, weapons"	17
(へいいん)	兵員	"military personnel, military strength"	17
(すいへい)	水兵	"navy soldier, naval soldier, seaman"	17
(へい)	兵	"soldier, army, troops"	17
(しりつ)	私立	"private"	14
(きんたま)	金玉	"testicles"	5
(こてんてき)	古典的	"classical"	16
(たいする)	対する	"to compare to, to face each other, to oppose, to compare, to contrast, to contrast to"	8
(さら)	皿	"plate, dish"	4
(うめしゅ)	梅酒	"ume wine, plum wine, plum liquor, umeshu"	17
(むこう)	向こう	"over there, opposite side, other side, far away"	8
(しんゆう)	親友	"close friend, best friend, good friend"	10
(やすみ)	休み	"rest, break, vacation, holiday"	4
(かかわる)	係わる	"to be involved with, to be connected with, to be affected, to have to do with"	16
(しょうひん)	商品	"merchandise"	16
(くさ)	草	"grass"	5
(とうきょうべん)	東京弁	"tokyo dialect"	16
(こうしょう)	交渉	"negotiation"	17
(のぞむ)	望む	"to wish, to desire, to wish for"	14
(しょうにん)	商人	"merchant, trader, shopkeeper"	12
(たいふう)	台風	"typhoon, hurricane"	7
(ないいん)	内因	"internal cause, actual reason"	17
(あくいんあっか)	悪因悪果	"evil breeds evil, evil begets evil"	17
(げんいん)	原因	"cause, origin, source"	17
(しゅいん)	主因	"main cause, primary cause"	17
(しょめい)	署名	"signature"	17
(しおあじ)	塩味	"salty taste, tastes salty, salty, salty flavor"	17
(しお)	塩	"salt"	17
(なんかい)	何回	"how many times"	5
(かがみ)	鏡	"mirror"	13
(あか)	赤	"red"	4
(かざん)	火山	"volcano"	2
(うごかす)	動かす	"to move something"	14
(き)	気	"spirit, energy"	4
(しおみず)	塩水	"salt water"	17
(どりょく)	努力	"great effort, exertion, grueling effort"	11
(うめ)	梅	"ume, japanese plum"	17
(かかす)	欠かす	"to miss, to fail, to fail to attend"	9
(ちあん)	治安	"public order, public safety, public peace"	16
(あわせる)	合わせる	"to join together, to unify together, to unite, to match, to unify, to bring together, to join"	11
(きゅうじん)	求人	"help wanted, seeking workers"	14
(にん)	〜人	"number of people, people, people counter, counter for people"	3
(はやい)	速い	"fast"	10
(かんしん)	感心	"admiration"	13
(へんじ)	変事	"strange incident, unusual incident"	15
(じじょう)	事情	"circumstances, reason, situation"	13
(あらそう)	争う	"to compete, to argue, to quarrel"	11
(ぜひ)	是非	"absolutely, by all means"	17
(いしき)	意識	"awareness, consciousness"	17
(ちしき)	知識	"knowledge, information"	17
(けむし)	毛虫	"caterpillar"	5
(ぐあい)	具合	"condition, health"	9
(しゅっぱつ)	出発	"departure"	9
(かんきん)	官金	"government funds, government money"	17
(がいこうかん)	外交官	"diplomat"	17
(しっぱい)	失敗	"failure, mistake"	17
(しょうはい)	勝敗	"victory or defeat, win or lose"	17
(はいしゃ)	敗者	"loser, the defeated"	17
(かえす)	返す	"to return, to return something"	9
(しょうせつ)	小説	"novel"	17
(かせつ)	仮説	"hypothesis"	17
(ずせつ)	図説	"illustration, explanatory diagram"	17
(けっか)	結果	"result"	17
(けっきょく)	結局	"after all, eventually, in the end"	17
(しょくどう)	食堂	"cafeteria, dining hall"	17
(きえる)	消える	"to disappear, to go out, to turn off"	14
(かんかく)	感覚	"senses, the senses"	17
(やぶれる)	敗れる	"to be defeated, to be unsuccessful"	17
(ひん, しな)	品	"article, item, goods"	16
(でんせつ)	伝説	"legend"	17
(こんげつ)	今月	"this month, current month"	3
(にゅうじょう)	入場	"entrance, admission, entering"	8
(ほうほう)	方法	"method, way"	15
(あいちけん)	愛知県	"aichi prefecture"	17
(まえ)	前	"front, before"	6
(うしろ)	後ろ	"behind, back, rear"	6
(やくにたつ)	役に立つ	"to be useful, to be of use, to be helpful, to be of service"	8
(ようもう)	羊毛	"wool"	6
(やくよう)	薬用	"medicinal, medicinal use"	17
(けいかく)	計画	"plan"	15
(じょうぶ)	丈夫	"sturdy, firm"	15
(うつす)	映す	"to project, to reflect"	15
(さつじんしゃ)	殺人者	"murderer, killer"	15
(のこり)	残り	"remainder, remnant, leftover, residue"	14
(しゅうりょう)	終了	"end, finish, close"	10
(のみもの)	飲み物	"beverage, drink"	12
(ちゅうもんする)	注文する	"to order, to request"	13
(まいる)	参る	"to come, to go"	14
(じかく)	自覚	"consciousness, awareness, realization"	17
(がわ, そば)	側	"side, side of something, part"	17
(ほじ)	保持	"retention, maintenance, preservation"	16
(へいし)	兵士	"soldier"	17
(ぶじ)	無事	"safe and sound, safe"	17
(であう)	出会う	"to meet by chance, to meet unexpectedly, to come across, to encounter, to run into"	10
(さけずき)	酒好き	"drinker, alcoholic"	13
(にわ)	庭	"garden, yard"	12
(じょげん)	助言	"advice"	8
(みかた)	味方	"ally, supporter, friend"	11
(あつまり)	集まり	"gathering, meeting, assembly, party, collection, get together"	12
(かなしむ)	悲しむ	"to be sad"	14
(じょうねつ)	情熱	"passion, enthusiasm"	13
(おこす)	起こす	"to wake someone up, to wake up, to wake someone"	14
(きょえいしん)	虚栄心	"vanity"	17
(むなしい)	虚しい	"empty, vacant, futile, vain"	17
(おおきさ)	大きさ	"size"	1
(いち)	一	"one"	1
(こくみん)	国民	"the people, citizens, national"	7
(あいだ, ま)	間	"interval, interval of time, time interval, between, room"	8
(あい)	愛	"love"	17
(まず)	先ず	"first of all, to start with, firstly, to begin with"	4
(やめる)	辞める	"to quit, to resign"	16
(むめい)	無名	"anonymous"	17
(もとめる)	求める	"to want, to request, to demand"	14
(はなうた)	鼻歌	"humming"	17
(かんせい)	完成	"completion, accomplishment"	14
(なかま)	仲間	"companion, comrade, associate"	11
(はがき)	葉書	"postcard"	18
(とりわけ)	取り分け	"especially"	18
(こもりうた)	子守歌	"lullaby"	18
(ごがつ)	五月	"may"	2
(せつめい)	説明	"explanation"	17
(あいじょう)	愛情	"love, affection"	17
(すむ)	住む	"to live, to dwell, to reside"	8
(ぎのう)	技能	"skill, ability"	14
(げんかく)	幻覚	"hallucination"	17
(そうてい)	想定	"hypothesis, supposition, assumption, estimation"	13
(じしょけい)	辞書形	"dictionary form"	18
(せいあい)	性愛	"sexual love"	17
(かきなおす)	書き直す	"to rewrite"	18
(はなさき)	鼻先	"tip of the nose, tip of nose, nose tip"	17
(かっき)	活気	"energy, liveliness, vigor, spirit"	6
(きょじゃく)	虚弱	"weak, feeble, weakness, feebleness"	17
(きりとる)	切り取る	"to cut off, to cut out"	18
(とりきめ)	取り決め	"arrangement, agreement"	18
(たてもの)	建物	"building"	17
(こうこく)	広告	"advertisement, ad, advert"	18
(ひとしい)	等しい	"equal, similar, equivalent"	18
(こくはく)	告白	"confession"	18
(きねん)	祈念	"prayer, a prayer"	18
(ざぜん)	座禅	"zen meditation"	18
(へいせい)	平静	"calm, serene, tranquil"	18
(しゃくよう)	借用	"borrowing, loan"	18
(のう)	脳	"brain"	18
(つげる)	告げる	"to announce, to tell"	18
(じょうほう)	情報	"information, data"	18
(しょるい)	書類	"document"	18
(きょうくん)	教訓	"lesson, moral"	18
(しずか)	静か	"quiet"	18
(ゆるす)	許す	"to permit, to forgive, to allow"	18
(せんしゃ)	洗車	"car wash"	18
(じゅけん)	受験	"take an exam, take an examination, take a test, taking an exam, taking an examination, taking a test"	18
(ほうこく)	報告	"report, information"	18
(たっする)	達する	"to attain, to reach, to get to, to arrive at"	18
(ぜんそう)	禅僧	"zen priest"	18
(まい)	〜枚	"flat object, clothing items, sheets, flat object counter"	18
(もんく)	文句	"complaint"	18
(やきとり)	焼き鳥	"roast chicken, cooked chicken, yakitori"	18
(せんれん)	洗練	"refinement, polish"	18
(よこく)	予告	"advance notice, forward notice, prior notice"	18
(のうし)	脳死	"brain death, brain dead"	18
(よほう)	予報	"forecast"	18
(しけん)	試験	"examination, test, experiment, exam"	18
(きんじる)	禁じる	"to prohibit"	18
(ししょく)	試食	"sample, taste, food sample"	18
(ふかけつ)	不可欠	"indispensable, essential"	18
(かのう)	可能	"possible"	18
(あらう)	洗う	"to wash"	18
(すわる)	座る	"to sit"	18
(いのる)	祈る	"to pray"	18
(むね)	胸	"chest, breasts"	18
(ともだち)	友達	"friend, companion"	18
(じっけん)	実験	"experiment"	18
(かわいい)	可愛い	"cute"	18
(ふとう)	不等	"inequality, disparity"	18
(きょか)	許可	"permission"	18
(きゅうどう)	弓道	"archery, kyudo, kyuudou"	18
(なんまい)	何枚	"how many flat objects, how many sheets"	18
(はいたつする)	配達する	"to deliver"	18
(しゃくや, しゃっか)	借家	"renting a house, house for rent, rented house"	18
(こうこく)	公告	"public notice, public announcement"	18
(こうとう)	高等	"high class, high grade"	18
(わすれる)	忘れる	"to forget"	18
(ほうどう)	報道	"news report"	18
(ぎんざ)	銀座	"ginza"	18
(たち)	〜達	"pluralizing suffix, pluralising suffix"	18
(かぶん)	可分	"divisible, separable"	18
(きんく)	禁句	"taboo word, taboo phrase, dirty word, bad word"	18
(ゆみ)	弓	"bow"	18
(やきにく)	焼き肉	"roast meat, grilled meat, cooked meat, yakiniku"	18
(のうみそ)	脳みそ	"brains, gray matter"	18
(ひやけ)	日焼け	"sunburn, suntan, tan"	18
(きつえん)	喫煙	"smoking"	18
(ぶっそう)	仏僧	"buddhist priest"	18
(ぼうねんかい)	忘年会	"year end party, end of year party"	18
(ごまい)	五枚	"five flat objects, five sheets"	18
(きがん)	祈願	"prayer, a prayer"	18
(せんのう)	洗脳	"brainwashing"	18
(せいざ)	正座	"seiza, traditional japanese sitting"	18
(ほうじる)	報じる	"to report on"	18
(ゆうやけ)	夕焼け	"sunset"	18
(たつじん)	達人	"master, expert"	18
(じんるい)	人類	"mankind, race of people, humanity, humankind"	18
(きしゃ)	汽車	"steam train, steam engine train, steam engine"	18
(きんえん)	禁煙	"no smoking"	18
(とうごう)	等号	"equal sign, equals sign"	18
(しゅるい)	種類	"kind, type"	18
(そういん)	僧院	"temple, monastery"	18
(けむり)	煙	"smoke"	18
(かりる)	借りる	"to borrow"	18
(しゃっきん)	借金	"debt"	18
(くんれん)	訓練	"training"	18
(くんよみ)	訓読み	"kun'yomi, kun reading, japanese reading"	18
(こくえん)	黒煙	"black smoke"	18
(たいとう)	対等	"equality, equal"	18
(きっさてん)	喫茶店	"tea house, cafe, coffee house, coffee shop"	18
(ぜんでら, ぜんじ)	禅寺	"zen temple"	18
(ざせき)	座席	"seat"	18
(きせん)	汽船	"steam ship, steam boat"	18
(でんたつ)	伝達	"transmission, transmit, convey"	18
(ぶんるい)	分類	"classification"	18
(きんし)	禁止	"forbidden, prohibition, ban"	18
(ためす)	試す	"to attempt, to try out, to test, to test the limits, to try"	18
(こころみる)	試みる	"to try, to attempt"	18
(いっとう)	一等	"first class, first rank, the best"	18
(じんしゅ)	人種	"race of people, race"	18
(やく)	焼く	"to bake, to cook, to grill, to burn, to fry"	18
(しあい)	試合	"game, match"	18
(たいけん)	体験	"experience"	18
(まいすう)	枚数	"number of sheets, number of flat objects"	18
(けいこく)	警告	"warning, advice, caution"	18
(しんるい)	親類	"relatives"	18
(せいし)	静止	"still, standstill, at rest, stationary"	18
